student_id,age,program,semester,gpa,attendance,assignments_completion,stress_level,sleep_hours,mental_wellbeing,productivity_score,distractions,career_clarity,skill_readiness,engagement_score
S280,20,BCA,4,6.9,81.6,85.8,7,5.5,5,10,1,6,7.55571603415775,88.1
S281,23,MBA,2,9.33,87.5,70.4,4,7.2,8,7,4,2,9.0,89.1
S282,19,B.Tech,3,4.26,67.2,61.1,9,6.2,1,3,7,5,3.7690035789258163,61.0
S283,18,B.Sc,1,4.01,97.2,95.3,7,6.1,8,6,7,5,7.0,99.3
S284,25,MBA,7,6.97,87.4,89.8,5,7.1,4,5,5,6,5.5362303408802465,89.8
S285,18,BCA,1,4.01,59.0,52.2,8,6.9,2,3,9,2,4.101717783817845,62.4
S286,23,MBA,2,6.99,73.5,77.3,7,5.8,2,1,8,5,5.321463812556212,61.8
S287,19,B.Tech,2,5.7,61.5,64.4,9,4.3,3,2,6,2,4.838653001043504,69.0
S288,22,BCA,8,7.59,75.6,71.4,6,6.3,4,2,8,6,5.981447776833626,74.2
S289,23,MBA,2,9.26,98.4,97.9,4,4.6,5,10,1,8,9.442044275097865,94.5
S290,19,BCA,2,9.93,97.1,100.0,3,8.1,8,7,1,9,9.639145840360472,90.0
S291,24,MBA,5,9.71,92.3,88.6,4,7.8,5,7,5,10,10.0,98.0
S292,18,B.Sc,1,8.36,74.4,82.5,10,4.3,3,4,7,9,6.0,77.4
S293,26,MBA,8,7.72,70.8,75.4,5,6.1,4,3,9,6,8.682939990350656,79.9
S294,18,BCA,1,9.87,92.8,95.3,4,4.3,6,8,4,9,10.0,88.2
S295,25,MBA,7,6.44,68.5,60.9,6,5.2,5,6,3,5,6.075130678465636,70.0
S296,20,B.Tech,4,5.14,61.8,63.5,6,5.1,4,5,5,5,4.636302837885244,50.5
S297,19,B.Sc,3,7.84,89.3,82.4,4,4.8,5,5,3,6,7.325745393081578,77.5
S298,24,MBA,4,7.09,74.4,76.8,6,4.1,3,7,2,5,5.628673128883441,79.8
S299,25,MBA,7,4.69,70.7,65.6,6,5.6,2,2,7,5,3.4934141371655643,58.5
S300,24,MBA,4,6.53,71.8,78.0,4,5.9,5,7,3,6,4.9973915622306855,61.0
S301,21,BCA,7,4.03,68.5,60.1,8,6.9,3,5,6,5,2.443966459558986,62.0
S302,21,BCA,6,5.62,62.4,66.3,8,7.3,2,7,1,4,5.891297377312233,55.0
S303,23,MBA,2,8.12,76.7,85.9,7,4.4,4,7,1,7,8.861498773626058,79.1
S304,22,B.Sc,8,8.4,79.8,86.8,5,6.4,4,9,3,7,8.116532484882402,70.2
S305,20,B.Tech,4,9.36,79.8,89.9,7,7.7,8,8,4,2,7.0,85.3
S306,19,B.Sc,2,6.9,88.3,78.5,4,5.0,8,3,6,6,6.079896277003985,84.0
S307,19,B.Tech,3,8.03,74.3,82.7,5,7.8,3,8,2,8,7.160282244184515,72.9
S308,22,B.Sc,8,8.33,86.7,94.7,5,6.7,4,7,4,7,7.054083217491142,90.4
S309,19,BCA,3,6.64,79.8,86.6,5,4.6,5,1,9,7,6.914102862456945,72.4
S310,19,B.Tech,3,8.08,71.3,78.3,7,4.5,3,9,2,5,6.919687995477941,77.3
S311,19,BCA,2,6.49,71.0,73.9,7,4.9,1,2,7,5,4.701681722904588,80.8
S312,20,BCA,4,9.4,93.2,95.4,3,5.8,5,10,1,9,10.0,80.3
S313,22,B.Sc,8,4.8,73.2,64.7,9,5.0,1,4,4,3,5.343736285121035,82.4
S314,18,B.Tech,1,9.11,94.6,90.4,3,7.1,6,7,5,9,9.024947012543464,88.5
S315,19,B.Tech,2,6.96,83.1,84.2,4,7.0,8,1,8,7,7.04887934717289,91.6
S316,20,B.Sc,5,4.19,71.0,64.2,8,6.9,4,2,9,5,4.374810545187621,59.3
S317,25,MBA,6,4.35,99.9,84.1,6,7.1,6,5,5,8,8.0,81.6
S318,24,MBA,4,4.61,68.4,62.0,9,5.4,1,4,5,4,2.7470325410007863,73.2
S319,21,B.Tech,7,8.9,82.6,83.1,9,3.7,1,2,3,6,6.0,61.4
S320,26,MBA,8,0.25,29.8,30.3,9,3.6,1,4,7,1,1.0,18.9
S321,19,B.Tech,3,8.98,98.8,91.7,4,6.7,8,7,5,9,8.550828321586536,100.0
S322,22,B.Tech,8,4.43,74.9,69.7,7,5.6,4,2,8,4,2.609568878358431,64.3
S323,23,MBA,3,9.39,98.8,100.0,4,5.4,5,10,1,8,9.248910593448898,100.0
S324,25,MBA,7,7.62,85.0,85.7,6,5.2,2,3,8,6,7.408132562302359,86.0
S325,21,B.Tech,7,8.78,94.7,96.2,2,7.5,7,8,4,10,8.982366258498212,100.0
S326,20,BCA,4,9.72,79.8,81.6,4,6.7,8,6,5,2,6.0,66.0
S327,21,B.Tech,7,4.02,95.2,87.5,5,7.1,5,5,7,5,7.0,92.4
S328,18,B.Sc,1,7.97,73.9,79.4,6,5.3,6,8,3,7,6.629911512711873,81.6
S329,20,B.Sc,4,6.33,55.7,58.1,7,6.3,3,8,1,4,4.906076290547438,53.6
S330,21,BCA,6,6.17,61.4,56.7,7,5.9,4,10,2,2,6.920070653899396,65.0
S331,20,BCA,4,9.48,89.6,85.2,9,3.5,4,1,3,8,7.0,66.4
S332,18,B.Tech,1,10.0,92.7,88.0,4,4.9,6,10,1,10,8.561437811753843,96.1
S333,19,B.Sc,2,9.05,96.7,90.0,4,5.9,5,7,1,9,9.167378362665719,85.1
S334,22,B.Sc,8,9.2,87.9,71.6,5,7.2,6,7,6,2,6.0,63.5
S335,21,B.Tech,6,5.64,66.9,75.3,6,4.7,6,2,7,2,6.372234030223647,56.4
S336,22,B.Tech,8,1.03,13.6,13.4,8,6.8,4,3,5,3,1.0,19.6
S337,22,B.Sc,8,9.03,83.6,80.5,6,7.2,6,5,5,2,9.0,84.8
S338,24,MBA,5,6.83,71.8,63.1,5,4.8,6,3,9,8,6.04558115965085,80.9
S339,23,MBA,2,7.4,87.7,88.8,7,6.4,4,8,4,7,5.872508309833617,75.2
S340,20,B.Tech,4,6.03,57.1,54.8,8,5.4,1,6,6,4,4.85122212348842,66.5
S341,22,B.Sc,8,9.16,96.9,99.5,4,5.3,4,7,1,9,9.472470519414497,82.5
S342,24,MBA,5,5.32,52.0,46.0,6,6.3,2,3,9,2,4.5696110832875405,44.1
S343,20,B.Tech,5,9.72,91.3,93.0,2,4.7,7,8,3,8,8.196520817271386,80.1
S344,18,B.Sc,1,4.86,90.7,96.4,6,6.6,5,5,4,5,7.0,98.6
S345,19,B.Tech,3,9.23,70.4,82.8,5,6.2,5,6,5,1,7.0,88.7
S346,21,B.Sc,6,6.78,74.8,79.2,7,5.4,2,5,7,7,6.357496050369636,68.6
S347,18,BCA,1,7.61,85.2,81.0,5,5.3,7,10,1,6,6.74008406367835,83.4
S348,19,BCA,3,4.65,52.3,55.0,6,6.2,3,2,10,2,3.9169885390010166,38.4
S349,23,MBA,2,7.2,89.9,93.6,5,7.5,5,7,4,5,6.468984116185434,85.8
S350,21,BCA,7,6.5,78.2,70.0,6,6.3,4,9,2,5,4.790843439939318,72.4
S351,21,B.Sc,7,6.99,81.9,83.6,7,5.9,2,9,1,6,7.192446420909332,69.7
S352,21,BCA,7,4.17,66.9,71.1,8,5.7,2,3,8,3,2.643278989751681,66.4
S353,22,MBA,1,4.97,59.4,53.8,9,6.4,3,3,9,2,5.297574322315411,65.7
S354,20,B.Sc,5,7.03,82.9,81.7,4,5.0,5,4,5,6,7.857572459067518,76.9
S355,23,MBA,2,8.97,82.5,82.9,4,6.8,5,5,3,1,9.0,75.6
S356,19,BCA,3,7.78,85.9,77.2,4,6.1,4,7,3,6,7.100783437784872,83.4
S357,18,BCA,1,7.21,77.2,72.2,4,8.1,4,2,6,5,8.041460568285288,68.1
S358,23,MBA,3,6.68,75.2,66.6,7,6.9,2,5,6,8,5.05699917057864,65.1
S359,21,BCA,6,9.71,91.1,84.4,3,7.3,8,9,3,8,10.0,88.2
S360,20,B.Tech,5,8.67,73.5,77.4,9,4.7,3,2,5,5,8.0,72.6
S361,26,MBA,8,6.91,71.5,64.4,4,4.9,8,9,1,5,7.798368346219528,71.1
S362,22,B.Tech,8,4.97,69.5,77.4,7,4.8,3,2,6,2,4.600288578123765,67.3
S363,23,MBA,2,8.66,96.8,92.5,5,6.2,6,9,1,10,9.405483503354313,84.8
S364,19,B.Sc,2,9.63,90.2,88.2,4,7.3,8,9,1,10,10.0,95.4
S365,20,B.Sc,5,8.93,93.0,96.2,2,5.1,10,9,1,10,9.31079714523663,79.8
S366,22,MBA,1,4.23,84.0,86.1,5,7.8,6,7,5,5,8.0,97.6
S367,19,BCA,2,8.24,71.3,75.9,7,6.2,4,8,3,5,9.227607181321023,64.1
S368,20,BCA,5,4.14,72.2,78.2,8,6.3,1,3,8,2,2.957198243273253,59.2
S369,20,B.Sc,5,8.77,94.0,100.0,4,5.6,8,10,1,8,8.148627167119667,91.1
S370,25,MBA,6,7.86,85.7,92.5,6,4.3,6,7,3,7,6.492093220076084,76.5
S371,19,BCA,3,6.08,67.2,61.1,8,4.7,1,3,9,2,4.548720793836118,62.1
S372,18,B.Sc,1,9.89,93.1,93.1,3,6.1,9,7,1,9,10.0,84.0
S373,19,B.Sc,2,4.14,63.6,55.0,8,3.9,4,4,6,4,3.047070713331754,68.4
S374,20,B.Tech,5,5.79,56.9,57.4,8,5.8,3,2,10,2,5.665973254088516,53.4
S375,20,B.Sc,5,5.28,73.6,64.1,9,6.1,1,6,6,4,5.631043271397684,69.6
S376,21,B.Tech,7,8.99,88.7,74.3,9,4.5,1,3,6,9,8.0,87.7
S377,20,B.Sc,4,8.01,70.4,75.2,7,5.7,2,10,1,8,7.161947174643894,69.8
S378,19,B.Sc,2,5.17,69.0,69.8,8,6.4,1,4,5,5,3.3407483295422296,67.0
S379,19,B.Sc,2,5.65,56.7,50.0,9,4.1,2,7,3,2,4.066259902449064,58.9
S380,20,B.Tech,4,9.58,78.2,70.2,5,7.0,5,6,6,1,6.0,75.5
S381,21,BCA,7,8.93,90.3,91.9,4,6.0,8,7,2,10,7.356557112075356,76.5
S382,19,BCA,2,1.77,29.1,34.7,8,6.7,1,5,3,1,1.0,15.7
S383,24,MBA,5,8.35,86.5,89.3,6,6.9,2,8,3,5,6.7453621061798215,91.2
S384,22,B.Tech,8,4.6,56.1,49.8,8,3.7,2,2,6,2,3.138678226870735,45.2
S385,22,BCA,8,6.27,73.4,63.6,9,6.3,1,6,3,5,4.4153368782096845,83.2
S386,20,B.Tech,4,5.55,85.4,90.1,7,7.0,6,6,5,7,8.0,90.0
S387,22,B.Tech,8,7.38,84.0,86.2,7,7.3,2,8,4,5,5.4459949455759915,77.9
S388,19,B.Tech,2,7.08,80.8,82.5,6,4.2,5,5,6,8,6.831669510139264,70.3
S389,20,BCA,4,7.39,72.8,72.4,7,4.9,4,6,6,6,6.801229829348303,76.4
S390,21,B.Tech,7,0.09,26.7,35.9,8,3.8,1,3,5,3,1.0,17.3
S391,19,B.Tech,2,1.73,7.0,1.6,8,6.8,1,2,8,3,1.2550145377047421,7.5
S392,23,MBA,3,6.73,78.9,75.5,6,6.4,6,9,1,8,5.211444196112,88.4
S393,21,BCA,6,3.32,49.9,49.0,9,6.9,1,5,7,2,1.5253840614377492,41.9
S394,22,B.Sc,8,7.24,89.8,83.6,5,4.9,5,5,7,7,6.223647615592688,94.3
S395,18,B.Tech,1,8.86,92.5,83.1,2,7.0,7,8,1,10,8.762105321123064,98.4
S396,18,B.Sc,1,9.07,90.2,90.1,5,4.7,3,10,2,10,7.269745412502729,98.3
S397,22,MBA,1,9.4,76.7,72.7,8,4.7,2,1,5,9,5.0,73.5
S398,23,MBA,3,0.28,36.4,37.7,8,5.0,3,1,8,2,1.0,38.5
S399,18,B.Sc,1,5.19,69.6,73.7,8,5.9,1,9,1,2,4.084681976322619,74.2
S400,26,MBA,8,9.37,98.0,97.6,5,4.1,3,7,4,10,9.172763688677907,100.0
S401,21,BCA,6,4.72,68.0,67.5,8,3.8,2,1,9,4,3.9228930273116434,55.6
S402,24,MBA,5,5.95,52.9,52.6,7,3.9,3,2,6,5,4.364219994973231,59.0
S403,20,BCA,5,7.15,78.1,79.1,4,6.5,7,2,9,7,5.349485302322013,87.7
S404,24,MBA,5,7.46,74.1,67.5,6,6.7,2,8,1,7,7.694146122462935,72.6
S405,18,B.Sc,1,3.3,45.9,44.9,8,4.0,3,2,10,3,1.764636090170674,54.9
S406,22,B.Tech,8,9.51,93.7,93.0,3,6.4,5,7,2,10,10.0,97.6
S407,22,BCA,8,8.6,87.3,85.9,4,6.8,8,8,6,2,9.0,67.2
S408,20,B.Sc,4,6.55,82.5,86.0,5,7.2,7,5,5,5,6.6454716334819235,72.2
S409,22,MBA,1,5.61,55.4,63.6,7,4.2,3,4,4,5,4.813784037975141,60.2
S410,20,B.Sc,4,1.58,47.2,55.1,9,5.5,1,4,7,3,1.0,57.0
S411,21,B.Tech,7,0.96,3.6,7.5,10,6.9,2,1,10,3,1.4872940398838892,0.0
S412,20,B.Tech,5,2.1,28.9,23.0,10,3.4,1,2,9,3,1.39796722115002,25.3
S413,21,BCA,7,7.16,81.1,76.7,7,5.5,3,9,3,6,6.512114061834737,68.8
S414,25,MBA,6,7.53,74.1,68.7,4,7.6,5,6,5,6,5.800431524758389,72.7
S415,19,B.Tech,3,7.9,76.4,83.6,7,7.0,2,3,8,6,7.8245515823998915,76.4
S416,20,B.Sc,4,9.47,82.3,72.4,10,4.3,4,4,7,9,6.0,68.4
S417,20,B.Tech,4,8.16,71.5,66.9,6,4.5,2,9,1,5,6.708316426865592,63.6
S418,18,BCA,1,7.32,86.8,94.9,5,6.1,4,8,1,5,7.279282352955752,93.2
S419,25,MBA,6,4.14,61.2,61.8,9,4.7,3,5,6,5,3.5363184190346892,52.5
S420,19,B.Sc,3,7.55,82.2,76.6,6,7.0,4,8,1,8,6.7631917363687775,88.1
S421,18,BCA,1,8.4,74.7,70.8,4,6.8,4,9,1,7,8.575666371228994,80.3
S422,25,MBA,7,9.46,76.0,80.7,6,6.7,7,7,5,1,9.0,86.0
S423,23,MBA,2,4.13,60.0,60.6,6,4.3,4,1,10,4,5.0785863696177,63.3
S424,25,MBA,6,0.83,14.4,22.5,9,6.2,1,2,9,2,1.0,0.7
S425,19,BCA,3,0.89,14.7,23.2,8,3.9,4,1,9,3,1.0,24.0
S426,23,MBA,2,5.86,82.6,92.5,7,6.0,7,7,4,5,8.0,91.4
S427,21,BCA,6,3.06,32.4,26.4,10,3.1,1,3,5,1,2.235603153115695,34.4
S428,22,BCA,8,7.43,74.6,72.4,5,8.0,6,6,5,6,7.718763646963768,74.6
S429,20,B.Tech,4,9.22,94.1,99.7,3,6.7,5,8,4,9,7.632707649525886,100.0
S430,18,BCA,1,6.57,82.9,85.4,6,4.3,3,1,9,5,6.077607530180531,79.7
S431,24,MBA,4,8.52,80.9,83.7,9,3.3,1,4,5,8,6.0,80.3
S432,23,MBA,2,8.67,77.5,72.8,9,4.8,4,3,5,6,7.0,73.8
S433,21,B.Tech,6,8.44,75.7,74.2,10,3.0,2,2,4,8,7.0,61.4
S434,20,BCA,5,5.48,73.5,75.4,6,6.8,4,6,6,4,5.3272253163062615,68.6
S435,21,B.Tech,7,7.76,88.3,93.9,4,6.4,6,8,3,8,7.24850210982437,92.7
S436,21,B.Tech,7,9.54,96.3,88.9,5,7.8,6,9,2,9,10.0,100.0
S437,20,BCA,5,4.91,57.1,52.8,7,6.7,5,3,8,2,5.015273063990873,58.5
S438,20,B.Tech,4,8.15,87.0,88.6,6,6.4,3,7,4,6,7.338982043790405,90.9
S439,20,B.Tech,4,0.04,3.9,0.0,8,3.6,3,5,5,2,1.0,0.0
S440,19,B.Sc,2,7.95,88.4,88.7,4,6.9,4,5,7,5,7.682250635350535,81.9
S441,21,B.Tech,7,8.87,79.5,86.7,5,7.6,6,5,7,2,8.0,79.5
S442,21,B.Tech,6,8.23,71.1,73.3,10,4.3,1,3,6,6,5.0,77.4
S443,23,MBA,3,2.33,44.6,52.5,8,6.4,1,4,8,2,1.3605265286727355,54.0
S444,19,B.Tech,2,8.77,95.4,87.6,2,5.1,9,8,3,10,8.951002490465635,100.0
S445,19,B.Sc,3,7.17,83.5,83.0,5,5.3,5,3,6,6,5.249927858412752,87.0
S446,22,MBA,1,9.58,99.6,90.9,3,4.9,7,7,2,8,10.0,97.2
S447,19,B.Sc,2,8.33,73.2,64.4,5,4.5,5,10,2,5,7.06209848595924,81.1
S448,20,B.Tech,4,4.82,58.0,53.9,8,7.1,3,5,3,3,3.4488948294753357,65.4
S449,20,B.Tech,5,9.74,94.8,91.3,4,7.8,7,9,2,10,7.939728465563465,83.7
S450,19,B.Tech,3,9.74,95.8,93.0,3,7.6,7,7,1,8,10.0,94.4
S451,22,B.Tech,8,2.51,43.7,50.0,8,6.6,3,2,9,3,2.6060567816525606,31.9
S452,20,BCA,5,6.91,81.5,85.5,7,7.2,4,10,1,6,5.437724916770569,83.5
S453,19,B.Tech,2,7.18,81.3,73.6,10,4.4,3,3,5,8,7.0,76.3
S454,19,B.Sc,2,8.92,92.8,87.0,5,5.4,4,7,1,8,6.997244152754798,81.5
S455,19,B.Tech,2,8.66,71.0,76.1,5,6.7,6,7,3,1,6.0,84.5
S456,24,MBA,5,4.45,63.1,65.2,7,4.5,2,2,7,5,4.641530145936602,51.6
S457,19,BCA,3,4.36,56.5,62.3,9,7.0,2,4,8,4,3.741602002085382,59.6
S458,21,BCA,7,9.54,91.0,89.1,2,4.9,10,10,1,10,8.19172881044843,100.0
S459,21,B.Tech,7,8.76,92.5,98.5,4,7.2,8,10,2,10,9.598150338592978,84.5
S460,21,B.Tech,7,8.05,82.9,75.4,7,5.0,4,9,1,7,7.308025633611375,75.3
S461,19,B.Tech,3,9.06,89.2,88.5,4,6.2,7,7,7,2,6.0,75.1
S462,21,B.Tech,7,2.72,37.4,44.3,10,5.4,1,1,9,3,3.204713176243184,23.4
S463,22,B.Tech,8,8.37,77.1,86.4,4,6.8,4,9,1,5,7.533982353305397,84.3
S464,20,BCA,5,1.83,27.5,32.2,8,3.4,1,5,4,2,2.3189962390787375,19.0
S465,25,MBA,7,8.2,77.4,74.0,7,5.7,5,7,5,6,7.395158005083964,65.0
S466,21,B.Sc,7,1.01,17.4,26.7,9,5.7,1,5,3,2,1.0,17.4
S467,20,B.Sc,5,7.54,89.3,84.2,7,7.2,1,2,8,7,7.608693170088687,92.3
S468,20,B.Tech,5,4.43,71.0,62.3,7,5.0,3,2,9,5,3.337121506334386,70.5
S469,19,B.Tech,2,8.93,90.7,80.8,4,7.2,6,7,1,8,9.148188802032086,78.5
S470,18,BCA,1,9.94,97.7,100.0,3,7.7,6,10,2,10,10.0,100.0
S471,20,BCA,5,9.38,92.8,88.5,4,6.9,8,7,3,8,9.227481364670009,85.3
S472,20,BCA,4,7.65,74.0,65.9,6,5.8,5,2,9,6,7.533010161480628,70.0
S473,19,BCA,2,2.19,25.5,17.9,9,7.1,1,5,7,1,1.0,28.2
S474,20,B.Tech,4,9.9,96.9,100.0,2,8.1,7,7,3,10,9.800862344519539,87.5
S475,18,B.Sc,1,7.47,82.5,80.9,4,4.3,7,3,9,7,6.0102193965410855,91.3
S476,19,B.Sc,3,6.32,66.3,71.3,9,3.9,1,1,10,4,5.094225607854789,67.1
S477,21,BCA,7,9.63,96.4,88.1,4,6.2,6,9,1,10,10.0,84.6
S478,18,B.Tech,1,9.27,91.2,100.0,4,6.3,8,10,1,9,9.75299862633492,95.1
S479,20,B.Tech,5,5.5,55.5,50.3,8,3.7,1,8,1,2,5.546487331283429,43.4
S480,22,BCA,8,1.79,17.5,26.8,8,4.9,3,5,3,1,1.0,15.2
S481,25,MBA,7,7.52,88.8,91.9,4,6.7,8,6,5,7,6.355978681981274,75.2
S482,23,MBA,2,8.13,86.7,78.9,5,7.5,7,8,3,8,6.447831638565285,83.7
S483,20,BCA,5,3.67,10.8,15.2,10,5.5,1,2,9,2,1.7951429191769637,16.7
S484,22,B.Tech,8,9.06,96.8,100.0,4,4.5,5,10,1,9,8.30592649034136,86.4
S485,26,MBA,8,9.8,91.9,97.1,4,7.1,7,7,3,10,10.0,92.7
S486,21,BCA,7,5.01,73.8,83.0,6,6.6,3,10,2,4,3.810923145116109,82.1
S487,23,MBA,3,5.99,53.9,56.9,6,4.3,2,6,5,5,6.51401620630202,51.4
S488,18,B.Tech,1,7.2,83.8,87.8,5,5.9,6,3,7,6,6.099065957877308,88.8
S489,22,BCA,8,6.92,85.8,83.2,6,4.4,5,6,2,6,6.893457744479173,85.3
S490,21,B.Tech,6,9.35,97.9,100.0,3,5.0,6,10,1,9,7.656529066318578,89.9
S491,19,B.Tech,3,7.59,74.4,75.4,5,6.5,6,8,2,7,6.3112963108801825,80.1
S492,23,MBA,3,7.14,72.6,78.4,5,6.6,3,1,9,6,7.819779904654044,59.9
S493,25,MBA,7,8.67,96.9,98.2,5,6.3,7,7,3,9,7.050624093302929,100.0
S494,26,MBA,8,8.79,97.3,92.0,2,7.9,9,9,2,9,7.187210020128772,100.0
S495,25,MBA,6,8.07,74.0,76.9,6,4.8,4,9,1,5,8.92265506831541,71.2
S496,20,BCA,5,1.28,12.3,19.0,8,5.4,2,5,3,3,1.0,22.0
S497,21,B.Sc,7,8.59,94.7,95.2,3,5.9,8,8,4,9,9.218062215489716,82.1
S498,22,B.Sc,8,5.14,83.7,94.0,7,6.2,8,6,7,8,8.0,92.1
S499,22,BCA,8,7.31,86.0,90.0,5,7.2,5,1,8,6,6.8760500317381315,79.3
S500,20,B.Sc,4,8.86,95.6,89.5,5,7.5,5,10,1,8,9.801539502758446,100.0
S501,25,MBA,7,7.97,72.4,70.4,7,5.2,1,8,4,7,8.61747689541304,68.1
S502,19,BCA,2,5.87,67.6,75.5,9,6.5,1,1,10,3,6.383319253129905,57.4
S503,22,BCA,8,7.83,80.7,71.7,5,7.2,5,2,6,7,7.866601374086622,90.0
S504,18,BCA,1,9.37,99.9,100.0,2,6.4,6,8,3,9,8.987686200574657,95.7
S505,20,BCA,5,2.28,23.7,19.7,10,6.2,1,4,4,3,2.4823549804560274,28.7
S506,23,MBA,2,8.05,78.3,74.3,9,4.9,3,3,6,6,8.0,68.9
S507,19,B.Tech,3,4.82,58.8,66.5,9,6.5,1,2,6,5,3.4521943419695496,49.6
S508,25,MBA,7,9.03,84.7,87.3,10,4.3,3,4,7,6,8.0,87.8
S509,23,MBA,2,8.91,96.2,89.0,5,6.3,5,8,4,8,7.020210561911807,87.1
S510,20,BCA,5,9.28,96.9,99.5,5,4.5,3,9,1,10,8.449743505821399,93.3
S511,19,B.Tech,2,8.77,99.0,98.3,4,7.4,4,8,3,9,7.710184868127941,100.0
S512,19,BCA,3,7.8,73.9,67.1,5,5.8,6,5,6,8,6.633665737424906,61.4
S513,22,B.Tech,8,3.91,41.7,34.5,10,5.0,1,2,6,1,3.856929984982871,37.8
S514,19,B.Sc,3,9.57,93.5,100.0,3,6.8,8,8,3,8,9.276908735917688,100.0
S515,19,BCA,3,8.52,95.9,86.0,2,6.6,10,7,4,10,7.0282082098336245,100.0
S516,19,B.Sc,3,7.32,70.7,83.4,10,4.9,4,2,5,7,7.0,60.2
S517,23,MBA,3,7.37,76.2,66.7,4,6.6,6,9,3,7,7.918235304271631,62.7
S518,21,BCA,6,1.71,27.2,18.5,10,4.1,1,2,8,3,1.0,13.7
S519,20,BCA,5,9.21,97.3,99.9,5,4.8,4,10,1,10,8.017949397057738,85.0
S520,19,BCA,2,9.91,97.4,90.5,4,5.4,4,10,1,10,10.0,100.0
S521,18,BCA,1,7.08,74.4,68.2,4,6.9,8,4,5,8,6.1027987490382785,77.7
S522,19,B.Sc,3,6.87,83.4,73.9,6,7.7,2,9,1,7,5.992055411468515,91.1
S523,20,BCA,5,4.16,90.1,84.5,4,7.5,8,5,3,5,6.0,80.6
S524,19,B.Sc,3,5.73,67.1,67.0,9,5.9,1,2,10,3,5.631970652675506,60.9
S525,22,B.Tech,8,4.92,62.8,60.3,8,6.3,1,4,5,2,5.543722911225457,63.9
S526,26,MBA,8,2.14,13.6,8.1,8,6.6,1,2,10,3,1.0,17.9
S527,20,BCA,5,7.27,86.0,93.3,4,7.2,7,5,6,6,6.529054656160217,75.3
S528,18,BCA,1,7.4,80.7,86.8,7,6.4,1,2,6,8,6.146765600477018,80.7
S529,22,B.Sc,8,7.28,73.9,81.6,6,5.7,3,9,1,5,5.3637529288371955,71.9
S530,19,B.Sc,2,9.0,95.1,92.0,3,8.1,6,9,1,9,9.60671017560607,98.2
S531,19,B.Tech,2,4.11,70.7,65.4,8,5.5,4,1,10,2,4.2712589852791725,78.6
S532,25,MBA,7,8.4,73.8,73.9,5,7.5,6,10,1,5,8.987851144796124,65.6
S533,18,B.Tech,1,8.4,79.5,87.0,5,4.2,5,7,2,8,8.229284903009722,80.5
S534,24,MBA,5,8.6,95.2,90.0,3,5.0,9,9,1,9,6.857662263886281,95.6
S535,20,BCA,5,7.58,71.6,66.3,5,6.3,6,4,7,8,5.991115653501768,73.0
S536,26,MBA,8,7.16,81.2,89.3,6,5.8,2,4,8,5,5.174872678144436,89.8
S537,23,MBA,3,7.51,84.7,81.7,8,3.6,2,3,5,8,8.0,71.1
S538,18,B.Sc,1,7.57,83.5,76.2,6,7.0,4,6,4,6,5.9244289248748,84.3
S539,18,B.Sc,1,4.88,52.1,51.2,8,6.9,4,1,10,3,3.2123598391387675,46.7
S540,25,MBA,6,9.9,91.0,90.5,4,6.3,5,8,4,10,8.725498986067278,99.0
S541,25,MBA,7,8.11,77.0,80.6,5,5.2,5,7,5,7,6.533071886731575,86.7
S542,20,B.Sc,5,8.45,74.8,78.7,7,5.3,4,9,1,8,7.127845688448938,79.2
S543,20,BCA,5,6.53,78.1,84.1,7,7.1,1,8,2,5,5.790187185494797,86.5
S544,20,B.Tech,4,0.88,37.8,36.6,8,5.0,1,5,5,3,1.0,46.7
S545,19,B.Sc,2,7.83,70.3,78.2,5,7.0,3,10,1,5,7.929256844488306,61.7
S546,25,MBA,7,3.35,49.9,51.4,8,3.6,2,2,9,2,1.448290842123922,55.8
S547,19,B.Sc,2,9.23,92.1,92.1,5,5.1,6,8,3,10,8.218784225204331,83.9
S548,20,B.Tech,4,6.92,73.6,77.4,7,6.6,1,2,9,5,6.388642588167098,64.6
S549,22,MBA,1,6.69,88.0,96.5,7,6.8,3,6,3,6,6.610318501348186,95.9
S550,18,B.Sc,1,8.35,89.3,83.3,6,4.4,3,7,5,5,8.47218189273168,77.0
S551,20,BCA,4,8.78,90.3,88.8,2,7.0,10,8,4,8,7.345750572427448,80.8
S552,18,B.Sc,1,5.05,57.8,67.1,7,5.8,3,2,8,2,3.7136770818801894,54.1
S553,22,BCA,8,6.1,53.8,57.3,8,4.4,1,7,1,2,5.401196001352182,50.8
S554,22,MBA,1,6.0,56.7,63.8,8,6.0,2,5,6,3,5.918738016358882,58.0
S555,21,B.Sc,6,9.7,78.5,77.6,5,7.5,7,5,4,1,7.0,69.7
S556,21,BCA,6,6.85,77.4,82.2,7,7.4,2,1,10,6,7.387838004141431,80.9
S557,20,BCA,4,6.88,80.7,82.2,5,7.8,5,6,2,5,7.302022249665204,75.0
S558,20,B.Tech,4,7.94,82.3,90.4,6,5.6,5,4,7,6,6.032157071483995,85.8
S559,20,BCA,4,4.33,61.2,52.4,9,6.2,1,3,9,3,4.860814247021553,48.9
S560,23,MBA,2,1.57,24.1,25.3,8,3.7,2,5,5,3,1.0,28.6
S561,18,B.Tech,1,5.06,55.1,54.5,6,4.9,4,3,9,3,3.948392230638177,61.8
S562,19,B.Sc,2,8.46,72.2,80.1,7,6.7,2,9,3,6,7.379439806121248,80.6
